model,optimizer,epoch,train_loss,val_acc_%,epoch_time_sec,cum_time_sec
resnet,scion,74,0.7566936745935556,94.08,13.54406476020813,1457.298143863678
resnet,scion,75,0.748565288222566,94.27,14.943382740020752,1472.2415266036987
resnet,scion,76,0.7482659135546003,94.14,14.085575103759766,1486.3271017074585
resnet,scion,77,0.740637617451804,94.23,16.196128606796265,1502.5232303142548
resnet,scion,78,0.7472904361024195,94.24,14.03659701347351,1516.5598273277283
resnet,scion,79,0.7468472269116616,94.18,14.154029607772827,1530.713856935501
resnet,scion,80,0.7508592702904526,94.23,13.858962059020996,1544.572818994522
vit,adam,1,3.413118737084525,9.27,22.352652311325073,22.352652311325073
vit,adam,2,2.3773814804699955,25.54,24.232019186019897,46.58467149734497
vit,adam,3,2.0757068249644064,35.97,23.072792530059814,69.65746402740479
vit,adam,4,1.9789100934048087,41.61,22.598618984222412,92.2560830116272
vit,adam,5,1.8958221941578144,47.75,28.165255784988403,120.4213387966156
vit,adam,6,1.8286098339119736,51.37,23.599543571472168,144.02088236808777
vit,adam,7,1.783214970510833,53.51,22.849529504776,166.87041187286377
vit,adam,8,1.7479643359476207,54.92,19.217145681381226,186.087557554245
vit,adam,9,1.7124455631995688,56.94,23.681248664855957,209.76880621910095
vit,adam,10,1.697775514758363,57.83,23.05733585357666,232.8261420726776
vit,adam,11,1.6638768035538343,59.23,18.182182788848877,251.0083248615265
vit,adam,12,1.6426608124557807,59.66,22.70044779777527,273.70877265930176
vit,adam,13,1.6215757520831362,60.37,23.93169355392456,297.6404662132263
vit,adam,14,1.5961758457884496,62.26,21.547631978988647,319.18809819221497
vit,adam,15,1.5787679005642326,62.85,20.703323364257812,339.8914215564728
vit,adam,16,1.5695008720670427,64.25,25.43052577972412,365.3219473361969
vit,adam,17,1.5516445880033531,65.95,23.06084156036377,388.38278889656067
vit,adam,18,1.5300023312471351,66.06,23.338805198669434,411.7215940952301
vit,adam,19,1.5135185402266833,66.98,22.56404709815979,434.2856411933899
vit,adam,20,1.5006282743142576,65.35,22.895552158355713,457.1811933517456
vit,adam,21,1.49344252566902,67.4,21.172518491744995,478.3537118434906
vit,adam,22,1.481917906780632,68.18,24.60052514076233,502.95423698425293
vit,adam,23,1.4655031574015716,69.35,26.938403367996216,529.8926403522491
vit,adam,24,1.4477017023125474,70.83,25.68036437034607,555.5730047225952
vit,adam,25,1.4329779002131249,70.9,20.97654628753662,576.5495510101318
vit,adam,26,1.4213088483226544,72.08,28.111054182052612,604.6606051921844
vit,adam,27,1.4148476537393064,71.27,22.737183332443237,627.3977885246277
vit,adam,28,1.4106902662588625,72.2,22.134567737579346,649.532356262207
vit,adam,29,1.393205856790348,72.43,18.682719945907593,668.2150762081146
vit,adam,30,1.3813472621294918,73.41,24.196981191635132,692.4120573997498
vit,adam,31,1.3739048193912118,73.51,32.27171063423157,724.6837680339813
vit,adam,32,1.3618294462865712,73.32,21.739034175872803,746.4228022098541
vit,adam,33,1.3552494413998661,74.55,22.968817949295044,769.3916201591492
vit,adam,34,1.3466172096680622,75.21,21.071019887924194,790.4626400470734
vit,adam,35,1.3315265665248948,75.57,23.88971757888794,814.3523576259613
vit,adam,36,1.32620649191798,75.28,23.14485812187195,837.4972157478333
vit,adam,37,1.3228387905626882,75.26,20.26881432533264,857.7660300731659
vit,adam,38,1.305640950494883,76.01,23.686041116714478,881.4520711898804
vit,adam,39,1.3103688760679595,75.57,25.012161016464233,906.4642322063446
vit,adam,40,1.29779906662143,76.28,19.82714557647705,926.2913777828217
vit,adam,41,1.2881399271439533,76.42,23.420424461364746,949.7118022441864
vit,adam,42,1.2807410347218415,77.09,22.729138612747192,972.4409408569336
vit,adam,43,1.2720471669216544,77.78,22.097113370895386,994.538054227829
vit,adam,44,1.2678330966404505,78.17,22.11860489845276,1016.6566591262817
vit,adam,45,1.2630954469953264,78.53,21.124515533447266,1037.781174659729
vit,adam,46,1.2503196852547782,78.37,25.64014768600464,1063.4213223457336
vit,adam,47,1.2482627362621075,78.44,23.85772466659546,1087.279047012329
vit,adam,48,1.2403801971552324,78.68,20.545639514923096,1107.8246865272522
vit,adam,49,1.2360067197254725,79.5,21.844759225845337,1129.6694457530975
vit,adam,50,1.22756890374787,78.85,19.448328256607056,1149.1177740097046
vit,adam,51,1.224289052340449,79.75,33.78271484375,1182.9004888534546
vit,adam,52,1.214379064890803,79.55,23.483553409576416,1206.384042263031
vit,adam,53,1.2150441359500497,80.0,24.705941915512085,1231.089984178543
vit,adam,54,1.2039335917453378,80.33,22.510649919509888,1253.600634098053
vit,adam,55,1.2084006314374962,79.84,21.487937450408936,1275.088571548462
vit,adam,56,1.192010378351017,80.57,21.67154574394226,1296.7601172924042
vit,adam,57,1.1996304648263114,80.78,26.65343189239502,1323.4135491847992
vit,adam,58,1.1854843679739504,80.69,20.836045026779175,1344.2495942115784
vit,adam,59,1.186890543723593,80.91,18.35429310798645,1362.6038873195648
vit,adam,60,1.1821518260605481,81.36,20.69889998435974,1383.3027873039246
vit,adam,61,1.1748211335162728,81.25,23.423507690429688,1406.7262949943542
vit,adam,62,1.1716536940360556,81.63,26.083784103393555,1432.8100790977478
vit,adam,63,1.1678544355898488,81.39,17.84744954109192,1450.6575286388397
vit,adam,64,1.1655025068594485,81.48,21.920762538909912,1472.5782911777496
vit,adam,65,1.1607631785529,81.18,20.375608444213867,1492.9538996219635
vit,adam,66,1.160730065131674,81.56,20.72767996788025,1513.6815795898438
vit,adam,67,1.1578441906948478,81.7,22.228365659713745,1535.9099452495575
vit,adam,68,1.156772418897979,81.77,27.86887288093567,1563.7788181304932
vit,adam,69,1.1530895427781709,81.83,26.296239614486694,1590.0750577449799
vit,adam,70,1.1499609338993928,81.94,24.449196338653564,1614.5242540836334
vit,adam,71,1.1469210945830053,81.82,23.320862293243408,1637.8451163768768
vit,adam,72,1.1494598923897257,81.69,22.628442525863647,1660.4735589027405
vit,adam,73,1.1419063271308432,81.98,21.773964643478394,1682.2475235462189
vit,adam,74,1.1436146789667558,82.09,18.05704927444458,1700.3045728206635
vit,adam,75,1.1426898532984209,82.11,22.534651279449463,1722.839224100113
vit,adam,76,1.135580758659207,82.12,27.424579858779907,1750.2638039588928
vit,adam,77,1.1396692529016612,82.18,25.17781352996826,1775.441617488861
vit,adam,78,1.1414958579199654,82.12,20.24204134941101,1795.683658838272
vit,adam,79,1.141516629530459,82.17,23.821012496948242,1819.5046713352203
vit,adam,80,1.1374229046763207,82.15,23.120243310928345,1842.6249146461487
vit,dion,1,3.4124559285689373,9.27,29.286194324493408,29.286194324493408
vit,dion,2,2.3219124930245534,27.4,27.577666759490967,56.863861083984375
vit,dion,3,2.143344752642573,29.03,27.310256004333496,84.17411708831787
vit,dion,4,2.078047124706969,32.52,23.236141443252563,107.41025853157043
vit,dion,5,2.031960375454961,36.18,20.100868463516235,127.51112699508667
vit,dion,6,1.9961869254404185,37.55,21.690058946609497,149.20118594169617
vit,dion,7,1.9706055412487107,41.07,20.29344916343689,169.49463510513306
vit,dion,8,1.944243311882019,40.97,20.310262441635132,189.8048975467682
vit,dion,9,1.9220753981142629,43.53,21.10903310775757,210.91393065452576
vit,dion,10,1.9081800446218373,43.31,19.237379550933838,230.1513102054596
vit,dion,11,1.8895987199277293,44.72,20.70823836326599,250.8595485687256
vit,dion,12,1.872598572653167,45.82,24.01531744003296,274.87486600875854
vit,dion,13,1.8560733211283782,44.89,20.799493312835693,295.67435932159424
vit,dion,14,1.8458541534384902,44.83,20.24160099029541,315.91596031188965
vit,dion,15,1.8311023979770893,44.87,21.434701442718506,337.35066175460815
vit,dion,16,1.8212089927829043,48.08,21.474797248840332,358.8254590034485
vit,dion,17,1.8068811771821003,48.52,20.16961646080017,378.99507546424866
vit,dion,18,1.7919790647467788,50.47,19.895896673202515,398.8909721374512
vit,dion,19,1.7932062927557497,50.08,19.469255924224854,418.360228061676
vit,dion,20,1.7813110400219352,49.92,18.72531294822693,437.08554100990295
vit,dion,21,1.7702470312313157,48.02,21.765568494796753,458.8511095046997
vit,dion,22,1.7643515406822672,49.58,16.42961812019348,475.2807276248932
vit,dion,23,1.7549302067075456,49.77,19.112533569335938,494.3932611942291
vit,dion,24,1.7498666461633177,52.98,22.156491994857788,516.5497531890869
vit,dion,25,1.7375660526509187,52.17,18.88878035545349,535.4385335445404
vit,dion,26,1.7288633706618328,54.69,17.161295652389526,552.5998291969299
vit,dion,27,1.7254568216752033,51.41,19.14277696609497,571.7426061630249
vit,dion,28,1.7129701984171966,53.91,18.574151754379272,590.3167579174042
vit,dion,29,1.7052880720216401,54.02,23.126194715499878,613.442952632904
vit,dion,30,1.7027908612270743,55.42,20.23985457420349,633.6828072071075
vit,dion,31,1.692802721140336,53.94,24.570526361465454,658.253333568573
vit,dion,32,1.6886129063002917,55.29,21.124624490737915,679.3779580593109
vit,dion,33,1.6846216965694816,55.04,17.2412052154541,696.619163274765
vit,dion,34,1.6759350591776323,56.1,21.93917679786682,718.5583400726318
vit,dion,35,1.670617208188894,56.55,20.429096221923828,738.9874362945557
vit,dion,36,1.662801810673305,56.0,20.267578840255737,759.2550151348114
vit,dion,37,1.6600268398012434,56.41,23.962215185165405,783.2172303199768
vit,dion,38,1.6550986377560362,55.99,20.305495023727417,803.5227253437042
vit,dion,39,1.6474297679200465,56.16,19.610817193984985,823.1335425376892
vit,dion,40,1.6457198614976845,57.83,20.54011106491089,843.6736536026001
vit,dion,41,1.63918644554761,56.94,17.390442609786987,861.0640962123871
vit,dion,42,1.6330697706767492,57.74,20.28507089614868,881.3491671085358
vit,dion,43,1.6289449565264644,58.11,21.743576288223267,903.092743396759
vit,dion,44,1.6251061327603398,57.92,19.983285188674927,923.076028585434
vit,dion,45,1.6215773164009561,57.97,23.263863801956177,946.3398923873901
vit,dion,46,1.6214025774780585,58.67,23.3465793132782,969.6864717006683
vit,dion,47,1.6126453487240537,59.31,18.167583465576172,987.8540551662445
vit,dion,48,1.6091507138038168,59.17,20.329059839248657,1008.1831150054932
vit,dion,49,1.606380608617043,59.81,18.285969257354736,1026.469084262848
vit,dion,50,1.6023865378632838,59.71,19.279802560806274,1045.7488868236542
vit,dion,51,1.5939134529658727,60.18,20.142641067504883,1065.891527891159
vit,dion,52,1.5940330855700435,59.91,20.327348947525024,1086.218876838684
vit,dion,53,1.587366306051916,60.37,18.6379873752594,1104.8568642139435
vit,dion,54,1.585508942604065,60.89,18.49637722969055,1123.353241443634
vit,dion,55,1.5806364356255045,60.04,18.207341194152832,1141.5605826377869
vit,dion,56,1.578228001691857,60.61,20.144073247909546,1161.7046558856964
vit,dion,57,1.576311442316795,61.08,19.47352123260498,1181.1781771183014
vit,dion,58,1.572516419449631,60.99,18.34834909439087,1199.5265262126923
vit,dion,59,1.576206839814478,61.05,21.632465362548828,1221.158991575241
vit,dion,60,1.571181803333516,61.28,17.858447790145874,1239.017439365387
vit,dion,61,1.5659014643455038,60.97,23.19615364074707,1262.213593006134
vit,dion,62,1.5665648348477421,61.54,20.489997625350952,1282.703590631485
vit,dion,63,1.5635680203535118,61.69,20.156283617019653,1302.8598742485046
vit,dion,64,1.5572119075424817,61.34,22.508710622787476,1325.3685848712921
vit,dion,65,1.5621463984859234,62.14,19.397980451583862,1344.766565322876
vit,dion,66,1.5624715989949751,61.9,18.348366022109985,1363.114931344986
vit,dion,67,1.5595138291923367,61.81,19.476178646087646,1382.5911099910736
vit,dion,68,1.5566821706538299,61.98,20.190293788909912,1402.7814037799835
vit,dion,69,1.5525618888893906,61.77,18.94080400466919,1421.7222077846527
vit,dion,70,1.5528117053362789,62.33,19.192911624908447,1440.9151194095612
vit,dion,71,1.551692678003895,62.1,22.295777082443237,1463.2108964920044
vit,dion,72,1.549565840740593,62.14,19.19613480567932,1482.4070312976837
vit,dion,73,1.5474758318492345,62.16,20.95143723487854,1503.3584685325623
vit,dion,74,1.5512966793410632,62.36,19.432862997055054,1522.7913315296173
vit,dion,75,1.5488009063565,62.33,22.368770360946655,1545.160101890564
vit,dion,76,1.5508736542293005,62.26,23.273601055145264,1568.4337029457092
vit,dion,77,1.5503779820033483,62.31,19.992005348205566,1588.4257082939148
vit,dion,78,1.5479289244632333,62.42,18.17873525619507,1606.6044435501099
vit,dion,79,1.546691962650844,62.38,21.67742347717285,1628.2818670272827
vit,dion,80,1.5491423071647177,62.33,16.441985607147217,1644.72385263443
vit,muon,1,3.4131163431673635,9.27,33.42768406867981,33.42768406867981
vit,muon,2,2.316324438367571,29.02,22.651673793792725,56.079357862472534
vit,muon,3,2.0852107807081572,33.74,22.911529064178467,78.990886926651
vit,muon,4,2.027247898432673,36.69,25.324822902679443,104.31570982933044
vit,muon,5,1.9625488471011727,41.58,24.164472579956055,128.4801824092865
vit,muon,6,1.9101776103584134,43.19,23.96245789527893,152.44264030456543
vit,muon,7,1.8855305812796768,45.3,22.376181840896606,174.81882214546204
vit,muon,8,1.8456903550089623,47.41,22.3279812335968,197.14680337905884
vit,muon,9,1.8253350890412623,46.96,24.164653062820435,221.31145644187927
vit,muon,10,1.8121764903165856,50.21,25.25083875656128,246.56229519844055
vit,muon,11,1.7812168622503475,51.2,22.519054889678955,269.0813500881195
vit,muon,12,1.7627602329059524,50.45,24.5671706199646,293.6485207080841
vit,muon,13,1.7499246062064657,51.91,26.35265302658081,320.0011737346649
vit,muon,14,1.7277857746396745,52.9,28.634461164474487,348.6356348991394
vit,muon,15,1.7183768870879192,54.25,24.072278022766113,372.7079129219055
vit,muon,16,1.7018415976543815,54.09,26.531708002090454,399.239620923996
vit,muon,17,1.6913826781876233,56.52,21.6317036151886,420.87132453918457
vit,muon,18,1.6729259977535325,57.19,25.526527643203735,446.3978521823883
vit,muon,19,1.660363929612296,56.59,23.820132732391357,470.21798491477966
vit,muon,20,1.6506861934856492,57.68,21.1763813495636,491.39436626434326
vit,muon,21,1.6378443873658473,58.54,22.561526775360107,513.9558930397034
vit,muon,22,1.6291879658796349,58.87,26.83895206451416,540.7948451042175
vit,muon,23,1.621647048969658,60.12,23.127723932266235,563.9225690364838
vit,muon,24,1.6084543004327891,60.44,24.666666507720947,588.5892355442047
vit,muon,25,1.5882434163774763,59.32,23.119005918502808,611.7082414627075
vit,muon,26,1.583892323532883,61.55,26.882777214050293,638.5910186767578
vit,muon,27,1.5707655926139987,62.26,28.357458353042603,666.9484770298004
vit,muon,28,1.5630709224817705,63.46,30.26101517677307,697.2094922065735
vit,muon,29,1.5531819888523646,63.18,25.766756057739258,722.9762482643127
vit,muon,30,1.5439498473186881,64.13,25.909406900405884,748.8856551647186
vit,muon,31,1.5328001757057346,65.29,28.289475679397583,777.1751308441162
vit,muon,32,1.5260106081865272,65.2,22.631375074386597,799.8065059185028
vit,muon,33,1.5219197078626983,65.65,21.679543495178223,821.486049413681
vit,muon,34,1.5085111832132145,67.03,21.537919521331787,843.0239689350128
vit,muon,35,1.5044536249978202,67.05,24.828471660614014,867.8524405956268
vit,muon,36,1.496490656113138,67.02,24.288817405700684,892.1412580013275
vit,muon,37,1.491805193375568,67.19,24.200228452682495,916.34148645401
vit,muon,38,1.4824507747377669,68.17,23.41094946861267,939.7524359226227
vit,muon,39,1.481156628959033,67.86,22.647590398788452,962.4000263214111
vit,muon,40,1.4685991929501903,68.77,26.4010009765625,988.8010272979736
vit,muon,41,1.469244054385594,68.78,25.282676219940186,1014.0837035179138
vit,muon,42,1.4557881939167878,68.54,26.767848014831543,1040.8515515327454
vit,muon,43,1.4531587386617855,70.1,25.446584939956665,1066.298136472702
vit,muon,44,1.4488022327423096,69.64,25.66950011253357,1091.9676365852356
vit,muon,45,1.448341659137181,69.87,24.651399850845337,1116.619036436081
vit,muon,46,1.4359269969317379,70.5,24.307349920272827,1140.9263863563538
vit,muon,47,1.4292266028267997,70.93,25.555611610412598,1166.4819979667664
vit,muon,48,1.4247095828153649,71.56,22.66707491874695,1189.1490728855133
vit,muon,49,1.4193591730935233,71.19,27.936820030212402,1217.0858929157257
vit,muon,50,1.4171811974778468,72.24,20.916184902191162,1238.0020778179169
vit,muon,51,1.4101501070723241,71.61,22.792951583862305,1260.7950294017792
vit,muon,52,1.4015331876521209,72.01,27.001822471618652,1287.7968518733978
vit,muon,53,1.4005709035055978,71.97,25.126113414764404,1312.9229652881622
vit,muon,54,1.3943546329225813,72.76,19.553407430648804,1332.476372718811
vit,muon,55,1.395987841547752,73.04,18.60168147087097,1351.078054189682
vit,muon,56,1.3845498440217,72.41,25.253817558288574,1376.3318717479706
vit,muon,57,1.39166644398047,72.91,29.54288625717163,1405.8747580051422
vit,muon,58,1.376138611715667,73.47,18.194773197174072,1424.0695312023163
vit,muon,59,1.381260769707816,73.37,25.18425226211548,1449.2537834644318
vit,muon,60,1.3719575867360951,74.03,23.184277057647705,1472.4380605220795
vit,muon,61,1.3716240026512925,73.99,19.182370901107788,1491.6204314231873
vit,muon,62,1.3655678301441425,73.89,25.43792986869812,1517.0583612918854
vit,muon,63,1.3632633978006792,73.67,29.147619247436523,1546.205980539322
vit,muon,64,1.3620235141442747,74.15,26.903188228607178,1573.109168767929
vit,muon,65,1.360201774811258,73.9,27.896293878555298,1601.0054626464844
vit,muon,66,1.3559259857450212,74.02,23.603602409362793,1624.6090650558472
vit,muon,67,1.3555406405001271,74.45,22.53547191619873,1647.144536972046
vit,muon,68,1.350056336850536,74.42,25.50470781326294,1672.6492447853088
vit,muon,69,1.3478700847041851,74.88,27.927114248275757,1700.5763590335846
vit,muon,70,1.348387443289465,74.74,24.290376663208008,1724.8667356967926
vit,muon,71,1.3453305010892906,74.86,26.985252380371094,1751.8519880771637
vit,muon,72,1.348894858846859,74.8,22.30084753036499,1774.1528356075287
vit,muon,73,1.3428987824186986,75.06,25.550078630447388,1799.702914237976
vit,muon,74,1.346895920987032,74.98,21.699102640151978,1821.402016878128
vit,muon,75,1.3401641115850331,75.18,19.545004844665527,1840.9470217227936
vit,muon,76,1.3442653271616722,75.18,25.489891529083252,1866.4369132518768
vit,muon,77,1.3399745761131754,75.25,31.51024627685547,1897.9471595287323
vit,muon,78,1.3410024667272762,75.36,25.970826864242554,1923.9179863929749
vit,muon,79,1.3449907424498577,75.29,25.04892373085022,1948.966910123825
vit,muon,80,1.3402378437470417,75.27,25.020073652267456,1973.9869837760925
vit,scion,1,3.412795232266796,9.27,15.89525032043457,15.89525032043457
vit,scion,2,2.4321839760760873,27.02,14.605722427368164,30.500972747802734
vit,scion,3,2.1115626218367596,31.83,14.045030117034912,44.54600286483765
vit,scion,4,2.002867783818926,39.37,14.562868118286133,59.10887098312378
vit,scion,5,1.9287345433721736,42.6,11.98558759689331,71.09445858001709
vit,scion,6,1.879315466296916,46.36,13.994336366653442,85.08879494667053
vit,scion,7,1.8509734260792634,45.99,13.806912660598755,98.89570760726929
vit,scion,8,1.8218980784318886,49.17,14.268019437789917,113.1637270450592
vit,scion,9,1.7866084794608914,51.36,15.009320974349976,128.17304801940918
vit,scion,10,1.7699507839825688,51.04,14.079171895980835,142.25221991539001
vit,scion,11,1.7399387602903404,54.27,21.46251153945923,163.71473145484924
vit,scion,12,1.7116703257268788,54.58,16.600929498672485,180.31566095352173
vit,scion,13,1.702752059819747,55.67,13.699374914169312,194.01503586769104
vit,scion,14,1.6777577424535945,56.82,15.519346952438354,209.5343828201294
vit,scion,15,1.6662424729794871,57.99,12.459504127502441,221.99388694763184
vit,scion,16,1.6498502152306693,59.12,13.598483562469482,235.59237051010132
vit,scion,17,1.633845287926343,60.09,13.820963144302368,249.4133336544037
vit,scion,18,1.6142904588154383,59.14,14.157549381256104,263.5708830356598
vit,scion,19,1.6081483437090505,60.36,16.006195068359375,279.57707810401917
vit,scion,20,1.5952130896704537,58.78,12.051349878311157,291.6284279823303
vit,scion,21,1.5868299202043183,61.06,13.747472524642944,305.37590050697327
vit,scion,22,1.5743421291818425,62.82,13.569610357284546,318.9455108642578
vit,scion,23,1.5612695922656936,62.46,15.4313325881958,334.3768434524536
vit,scion,24,1.5602322111324387,65.15,13.412538528442383,347.789381980896
vit,scion,25,1.5391992476521705,64.84,12.823402881622314,360.6127848625183
vit,scion,26,1.526575241770063,65.2,13.961700916290283,374.5744857788086
vit,scion,27,1.516724365098136,64.18,13.121949195861816,387.6964349746704
vit,scion,28,1.506686614484203,65.88,14.686316967010498,402.3827519416809
vit,scion,29,1.496657371520996,66.82,12.265033483505249,414.64778542518616
vit,scion,30,1.4840038674218314,68.18,13.579975843429565,428.2277612686157
vit,scion,31,1.4724070441966155,68.36,13.199290752410889,441.4270520210266
vit,scion,32,1.4649542180859312,67.69,13.958106994628906,455.3851590156555
vit,scion,33,1.4535646608897619,68.26,12.11411166191101,467.4992706775665
vit,scion,34,1.4472280205512533,69.6,14.238883018493652,481.7381536960602
vit,scion,35,1.4403246641159058,70.51,14.135934352874756,495.87408804893494
vit,scion,36,1.4304699630153423,69.27,12.26637578010559,508.1404638290405
vit,scion,37,1.4157411833198703,69.47,12.073576927185059,520.2140407562256
vit,scion,38,1.4153914159658003,71.14,11.845559358596802,532.0596001148224
vit,scion,39,1.3963985418786808,70.61,12.744279861450195,544.8038799762726
vit,scion,40,1.3908469968912553,71.58,17.1658673286438,561.9697473049164
vit,scion,41,1.3826936288755767,72.02,16.77912425994873,578.7488715648651
vit,scion,42,1.3732642446245467,72.37,13.8160240650177,592.5648956298828
vit,scion,43,1.3672906038712482,73.22,13.640974998474121,606.2058706283569
vit,scion,44,1.3643367485124238,72.91,15.584989547729492,621.7908601760864
vit,scion,45,1.3476017737875179,73.24,14.620855569839478,636.4117157459259
vit,scion,46,1.343356932912554,74.41,20.0177481174469,656.4294638633728
vit,scion,47,1.3371130130728897,74.04,12.560992002487183,668.99045586586
vit,scion,48,1.3283929824829102,74.33,15.221847295761108,684.2123031616211
vit,scion,49,1.3182657227224233,75.07,17.07404398918152,701.2863471508026
vit,scion,50,1.3159415478609047,75.29,14.181472778320312,715.4678199291229
vit,scion,51,1.2997715643474035,74.84,13.417302131652832,728.8851220607758
vit,scion,52,1.299395785039785,75.24,13.205955743789673,742.0910778045654
vit,scion,53,1.2923670788200534,75.8,15.338774919509888,757.4298527240753
vit,scion,54,1.286923571508758,76.31,14.187240600585938,771.6170933246613
vit,scion,55,1.2794786302410825,76.19,13.139737844467163,784.7568311691284
vit,scion,56,1.2765861676663768,76.71,15.519752502441406,800.2765836715698
vit,scion,57,1.2727047861838827,76.63,13.802530527114868,814.0791141986847
vit,scion,58,1.2599282507993737,76.39,13.550771236419678,827.6298854351044
vit,scion,59,1.2652376087344424,76.65,14.355454683303833,841.9853401184082
vit,scion,60,1.2522675626131954,77.21,13.526839017868042,855.5121791362762
vit,scion,61,1.2483063741606109,77.1,16.640854597091675,872.1530337333679
vit,scion,62,1.2489322715876054,77.33,13.248048543930054,885.401082277298
vit,scion,63,1.2391491057921429,77.56,13.545983076095581,898.9470653533936
vit,scion,64,1.232181799655058,77.87,12.913414239883423,911.860479593277
vit,scion,65,1.237585919243949,78.01,13.078380346298218,924.9388599395752
vit,scion,66,1.2310145801427412,78.03,14.764219999313354,939.7030799388885
vit,scion,67,1.228121506924532,77.84,14.856776237487793,954.5598561763763
vit,scion,68,1.2276633685948897,78.24,14.831710577011108,969.3915667533875
vit,scion,69,1.2209587778363908,78.18,13.780724048614502,983.172290802002
vit,scion,70,1.2160320744222524,78.44,14.191118001937866,997.3634088039398
vit,scion,71,1.2198318170041453,78.52,13.067133903503418,1010.4305427074432
vit,scion,72,1.2182514375569868,78.53,13.738971471786499,1024.1695141792297
vit,scion,73,1.2110365215612917,78.48,12.696496963500977,1036.8660111427307
vit,scion,74,1.2139851949652847,78.68,14.011359930038452,1050.8773710727692
vit,scion,75,1.2141511537590806,78.52,14.736399173736572,1065.6137702465057
vit,scion,76,1.2115476763978297,78.35,12.739378452301025,1078.3531486988068
vit,scion,77,1.2117229481132663,78.47,15.137861728668213,1093.491010427475
vit,scion,78,1.2068107152471736,78.54,13.138346195220947,1106.629356622696
vit,scion,79,1.2093916012316335,78.47,13.991842031478882,1120.6211986541748
vit,scion,80,1.208320564153243,78.48,12.476982355117798,1133.0981810092926
